iter	F1	Logloss
0	0.9240543735	0.5937211197
1	0.9366991664	0.5149630176
2	0.9458826286	0.4451561676
3	0.9482682905	0.3924291538
4	0.9487894351	0.3445507439
5	0.9505479975	0.3043186423
6	0.9536808735	0.2694192703
7	0.9566289101	0.2370196371
8	0.9575935437	0.2184742316
9	0.9592656676	0.199464437
10	0.9603591444	0.1838467624
11	0.9609856263	0.1719560443
12	0.9614594943	0.1603649681
13	0.962068359	0.1487237602
14	0.9628348672	0.1405698044
15	0.9647658378	0.1327249851
16	0.9654566745	0.1258777461
17	0.9669397308	0.1176097716
18	0.9678833397	0.1115926561
19	0.9686851262	0.1053939588
20	0.9692312188	0.1010597104
21	0.9700119719	0.09816458582
22	0.9705109489	0.09431635802
23	0.9714519236	0.09138055784
24	0.9721736087	0.08844907797
25	0.9733275033	0.08437645182
26	0.9732140255	0.08226052215
27	0.9740032642	0.08057218621
28	0.9748922288	0.07836611438
29	0.97514786	0.07579231825
30	0.9757944715	0.07357879328
31	0.9758583535	0.07225471301
32	0.9760857534	0.07049905214
33	0.9767387697	0.06908226262
34	0.9771854266	0.06802259123
35	0.9774129701	0.06645070076
36	0.9786181818	0.06432095552
37	0.978703596	0.06331051393
38	0.9794743575	0.06205558019
39	0.9796226854	0.0609188878
40	0.9800958884	0.06000819001
41	0.9801528492	0.05893805747
42	0.9808021841	0.05795920974
43	0.981570164	0.05714336317
44	0.9817749144	0.05589542327
45	0.9819796291	0.05528784435
46	0.9820651228	0.05451277647
47	0.9824174549	0.05385408001
48	0.9827696235	0.0528604392
49	0.9829790936	0.05206532666
50	0.9829790936	0.05125237101
51	0.9834782609	0.05073439872
52	0.9835637882	0.04989568909
53	0.9838489866	0.04913497179
54	0.9836445888	0.04870787301
55	0.9837634097	0.04830553198
56	0.9839724082	0.04753904457
57	0.9844094123	0.0469207516
58	0.984732161	0.0462560184
59	0.9853443781	0.04529711074
60	0.9853443781	0.04486469863
61	0.9855769231	0.04438993879
62	0.9858706352	0.04401284237
63	0.9859888837	0.04331162912
64	0.9858706352	0.04293367799
65	0.9865107393	0.04255682041
66	0.9866002952	0.04217387857
67	0.9865392966	0.04168224162
68	0.9867716444	0.04102223105
69	0.9871219795	0.0406240152
70	0.9872685185	0.04023522967
71	0.9879971077	0.03986837436
72	0.988289721	0.03938638394
73	0.9885502805	0.03903300183
74	0.988493119	0.0387150824
75	0.989017341	0.0381390352
76	0.9891316915	0.03777901329
77	0.9888680064	0.03745390933
78	0.9891285491	0.03713352043
79	0.9893032668	0.03687554078
80	0.9894493424	0.03667767545
81	0.9899445215	0.03626165926
82	0.9900017338	0.03593828374
83	0.9901447935	0.03561341698
84	0.9900274606	0.0353474023
85	0.9904338025	0.03497480861
86	0.9906055788	0.0347315831
87	0.9907800803	0.03434249264
88	0.9909259045	0.0338753299
89	0.9910118205	0.03364016286
90	0.9912148885	0.03332330421
91	0.9916209188	0.03287196636
92	0.9918525367	0.03229146458
93	0.9917068801	0.03200131959
94	0.9921723809	0.0317880297
95	0.9921723809	0.03157131985
96	0.9923179114	0.03131155334
97	0.9922892541	0.03115289238
98	0.9926375054	0.03063189936
99	0.9926088463	0.03036745513
100	0.9926948286	0.03007853725
101	0.9931289335	0.029622401
102	0.993157606	0.02944171493
103	0.993157606	0.02927157428
104	0.9935342339	0.02905298801
105	0.9934176338	0.02891841242
106	0.9933889546	0.0286940626
107	0.9936202766	0.02844029669
108	0.9937941983	0.02826385122
109	0.9939967675	0.02787803725
110	0.9940828402	0.02753417339
111	0.9941402303	0.02736706768
112	0.9941976271	0.02714170662
113	0.994314082	0.02687355503
114	0.9945452971	0.02661891229
115	0.9946027073	0.02642253937
116	0.9944575948	0.02620434906
117	0.994688835	0.02587216584
118	0.994688835	0.02575024311
119	0.9948626183	0.02559604242
120	0.9950650775	0.02549716343
121	0.9950363615	0.025308005
122	0.9952387823	0.025101364
123	0.995412447	0.02491554229
124	0.9953837276	0.02476607048
125	0.9954698906	0.02458887253
126	0.9955560686	0.02443413414
127	0.9955273409	0.02432509594
128	0.9956722447	0.02411742817
129	0.9958171066	0.02386888187
130	0.9959607617	0.02362892381
131	0.9959320274	0.02349747187
132	0.9959607617	0.02326691407
133	0.9959894977	0.02310013435
134	0.9960757156	0.02280834774
135	0.9960757156	0.02263360118
136	0.996306769	0.02237515247
137	0.9963355166	0.02205548581
138	0.9966825328	0.02181186504
139	0.9966825328	0.0215956483
140	0.9967112855	0.02148164102
141	0.9968847352	0.0212839953
142	0.9969134912	0.02115277489
143	0.9968847352	0.02102109372
144	0.9969422489	0.02082249904
145	0.9970285319	0.02063597871
146	0.9971435991	0.02048698251
147	0.9971148298	0.02039437506
148	0.99717237	0.02015669035
149	0.9972882529	0.02007039124
150	0.9973457965	0.01977152559
151	0.9973745708	0.01966529288
152	0.9973745708	0.01961318617
153	0.9973745708	0.01949243461
154	0.9973745708	0.01933384958
155	0.9974321244	0.01909878304
156	0.9976342969	0.01885431104
157	0.9976342969	0.01874354152
158	0.9979515882	0.01848328018
159	0.9980961172	0.01833228648
160	0.9982112977	0.01801478331
161	0.9982112977	0.01783070402
162	0.9982400969	0.01772839954
163	0.9982400969	0.01750189225
164	0.9982688979	0.01742418873
165	0.9982400969	0.01735645054
166	0.9982400969	0.01731630596
167	0.9982688979	0.01724674084
